2024-05-31-13:20:08, 4732.179, 2135.550, 2.9, 0.041, 0.648, 9.136, -2.901, -1.786, -0.366
2024-05-31-13:20:08, 4732.179, 2135.550, 2.9, 0.044, 0.662, 9.196, -2.702, -1.908, -0.427
2024-05-31-13:20:08, 4732.179, 2135.550, 2.9, 0.055, 0.621, 9.170, -2.931, -1.802, -0.382
2024-05-31-13:20:08, 4732.179, 2135.550, 2.9, 0.054, 0.681, 9.142, -2.672, -1.802, -0.321
2024-05-31-13:20:08, 4732.179, 2135.550, 2.9, 0.041, 0.639, 9.177, -2.641, -1.939, -0.397
2024-05-31-13:20:08, 4732.179, 2135.550, 2.9, 0.097, 0.593, 9.098, -2.687, -1.954, -0.443
2024-05-31-13:20:08, 4732.179, 2135.550, 2.9, 0.083, 0.664, 9.142, -2.641, -1.893, -0.397
2024-05-31-13:20:08, 4732.179, 2135.550, 2.9, 0.062, 0.632, 9.149, -2.870, -1.908, -0.366
2024-05-31-13:20:08, 4732.180, 2135.550, 9.3, 0.073, 0.667, 9.139, -2.840, -2.031, -0.382
2024-05-31-13:20:09, 4732.180, 2135.550, 9.3, 0.075, 0.633, 9.165, -2.794, -1.969, -0.382
2024-05-31-13:20:09, 4732.180, 2135.550, 9.3, 0.056, 0.600, 9.111, -2.855, -1.847, -0.305
2024-05-31-13:20:09, 4732.180, 2135.550, 9.3, 0.069, 0.655, 9.173, -2.611, -2.000, -0.427
2024-05-31-13:20:09, 4732.180, 2135.550, 3.9, 0.037, 0.626, 9.146, -2.870, -1.863, -0.290
2024-05-31-13:20:09, 4732.180, 2135.550, 3.9, 0.032, 0.642, 9.175, -2.885, -1.893, -0.321
2024-05-31-13:20:09, 4732.180, 2135.550, 3.9, 0.080, 0.626, 9.171, -2.748, -1.863, -0.351
2024-05-31-13:20:09, 4732.180, 2135.550, 3.9, 0.079, 0.624, 9.164, -2.718, -1.985, -0.489
2024-05-31-13:20:09, 4732.180, 2135.550, 3.9, 0.037, 0.639, 9.176, -2.626, -1.847, -0.397
2024-05-31-13:20:09, 4732.180, 2135.550, 3.9, 0.090, 0.622, 9.115, -2.779, -1.924, -0.397
