0.0, -0.5, 0.048, 9.365, -2.916, -1.695, -0.397
0.0, -0.5, 0.024, 9.409, -2.962, -1.786, -0.321
0.0, -0.5, 0.069, 9.365, -2.885, -1.710, -0.366
0.0, -0.6, 0.022, 9.337, -2.870, -1.771, -0.473
0.0, -0.6, 0.073, 9.373, -2.885, -1.756, -0.214
0.0, -0.5, 0.139, 9.303, -2.931, -1.802, -0.260
0.0, -2.0, 0.153, 9.424, -3.603, -5.847, 1.725
0.0, 3.5, 1.052, 9.373, -2.198, -6.244, -1.771
0.0, 1.6, -0.710, 10.069, -4.061, 7.435, -3.832
0.0, -2.3, -0.164, 9.215, -1.679, -4.275, -0.397
0.0, 0.9, 0.966, 9.158, -4.351, -0.183, -0.504
0.0, 0.9, -0.451, 9.304, -1.405, 0.962, -1.481
0.0, -1.1, -0.086, 9.905, -1.328, -1.679, -1.542
0.0, -1.1, 0.660, 9.459, -3.267, -2.580, -0.962
0.0, -0.8, -0.011, 9.127, -1.710, -4.947, -0.031
0.0, -0.3, 1.486, 9.340, -4.351, -4.137, -2.168
0.0, 1.4, -0.887, 10.087, -2.687, 1.985, -1.481
0.0, -2.1, -0.385, 8.697, -2.947, -2.718, 0.031
0.0, -2.0, -0.286, 9.023, -1.084, -6.336, 1.115
0.0, 0.8, 1.498, 9.274, -5.786, -2.870, -2.473
0.0, 1.4, -0.456, 9.651, -0.763, 2.718, -1.359
0.0, -0.8, 0.826, 9.039, -3.679, -0.534, -2.595
0.0, -2.1, -0.566, 9.383, -3.008, -6.168, 0.824
0.0, 0.5, 0.605, 9.218, -5.252, -3.221, -1.924
0.0, 1.7, -0.511, 9.789, -4.229, -3.130, 0.092
0.0, -1.9, -0.681, 9.290, -1.450, -4.550, -0.595
0.0, 2.8, 0.508, 9.178, -1.496, 5.435, -2.443
0.0, -2.5, 0.627, 9.400, -2.107, -4.046, -1.115
0.0, -2.3, 0.317, 8.915, -5.740, -5.725, -2.061
0.0, 3.4, -0.019, 9.467, -1.634, 2.397, 0.183
0.0, -1.3, 0.928, 10.008, -5.466, -4.305, 0.962
0.0, 0.9, -0.976, 9.744, -0.641, 0.031, 0.733
0.0, -1.2, 0.935, 8.586, -5.023, -2.794, 2.198
0.0, -0.1, 0.450, 9.944, -3.405, -0.748, -0.458
0.0, -1.5, -0.272, 10.100, -4.076, -4.992, 3.710
0.0, 1.1, 0.204, 8.796, 0.336, 3.695, -0.473
0.0, -0.8, 0.420, 9.008, -3.542, -2.580, -0.260
0.0, -1.1, -0.205, 9.814, -2.748, -5.130, 0.763
0.0, 0.4, 1.100, 9.975, -5.588, -1.802, -1.282
0.0, 1.5, 1.043, 8.871, -2.519, -0.947, -0.076
0.0, -2.1, 1.440, 8.723, -4.031, -5.252, 1.328
0.0, -1.2, 0.304, 10.385, -5.756, -6.748, -3.573
0.0, 0.7, 0.747, 9.364, 0.931, -2.305, 1.053
0.0, -1.8, 0.047, 10.306, -3.908, -3.679, -0.351
0.0, 1.0, -0.522, 10.075, -2.366, 0.916, -1.649
0.0, -0.3, 0.109, 8.844, -3.328, 0.916, -2.397
0.0, -1.2, 1.253, 9.597, -5.603, -6.824, -1.802
0.0, -0.5, 0.186, 9.183, -4.229, -1.649, -1.847
0.0, -0.4, -0.067, 8.801, -7.496, -1.389, 2.000
0.0, -0.8, -0.425, 10.130, -2.366, -0.687, -1.160
0.0, 0.0, -0.333, 10.017, -8.504, -0.565, 0.595
0.0, -0.3, 0.115, 8.118, -2.427, -0.336, -1.756
0.0, -1.2, 0.218, 8.606, -0.427, -1.511, -0.992
0.0, 0.7, 2.125, 9.629, -11.511, 0.534, -0.519
0.0, -1.0, -1.753, 9.114, -0.214, -0.809, -3.832
0.0, -0.6, -0.063, 8.898, 2.977, -2.092, 1.527
0.0, -0.4, 3.102, 10.288, -7.160, -2.489, -1.527
0.0, 0.7, -1.826, 9.515, -6.595, 0.489, 0.000
0.0, -0.8, -0.707, 8.888, -0.931, -3.405, -2.977
0.2, -0.7, 0.904, 9.669, -6.198, -1.985, 0.672
0.2, 0.9, -1.980, 8.718, -1.237, -3.053, -3.847
0.2, -1.2, 1.723, 9.796, -8.885, -3.405, 1.679
0.2, 0.3, -1.050, 8.832, 1.115, -1.023, -1.863
0.2, 0.1, 1.713, 9.434, -6.641, -2.031, 0.595
0.2, -1.6, -1.678, 9.394, -3.725, -4.702, 1.740
0.2, 0.1, 1.680, 9.783, -0.687, -1.420, -5.099
0.2, -0.5, -2.022, 8.908, -4.015, -2.824, -0.580
0.2, -0.7, -0.124, 8.888, 0.427, -1.863, 2.382
0.2, 0.8, 1.399, 9.779, -11.328, -2.412, 2.870
0.2, -1.5, -0.839, 8.875, 2.718, -1.206, 2.641
0.2, 0.5, 3.440, 9.932, -5.282, 0.550, -1.603
0.2, -1.0, -3.229, 9.347, 4.458, -3.023, -0.763
0.2, -1.2, 1.887, 9.766, -4.107, -1.298, 3.649
0.2, -0.1, 0.972, 8.564, 3.481, -3.313, -2.901
0.2, -1.9, 0.042, 9.039, 3.863, -1.511, -3.481
0.2, 1.1, 0.405, 9.275, -6.641, -0.901, -1.008
0.2, -1.7, -2.103, 9.163, -1.466, -3.924, 5.389
0.2, -0.5, 0.952, 9.451, -14.321, -2.046, -4.031
0.2, -2.4, 2.447, 10.756, -8.977, -9.679, 2.626
0.2, -3.5, -1.006, 8.317, -26.122, -18.519, 5.466
0.2, 3.4, -0.747, 8.188, -15.191, -5.099, 6.733
0.2, -1.1, -1.019, 9.746, -4.641, -3.969, 0.275
0.2, 0.4, 0.376, 9.280, 6.321, -5.405, 1.969
0.2, 2.1, 2.034, 9.522, -6.885, 1.008, -5.115
0.2, -2.4, -1.991, 8.936, -6.550, -3.481, 0.595
0.2, 0.9, 0.215, 9.695, 2.962, -3.206, 2.641
0.2, -2.1, 1.796, 10.235, 0.290, -1.221, 1.511
0.2, 2.8, 0.982, 9.418, -11.664, -1.756, 0.046
0.2, -0.9, 0.895, 9.529, -5.435, 1.191, -1.130
0.2, -0.3, -0.979, 8.672, 6.229, -1.557, 0.382
0.2, 0.3, 2.284, 9.634, -0.076, 1.939, -4.840
0.2, 1.2, -4.448, 8.769, 2.901, 0.885, -1.084
0.2, -1.2, 1.289, 9.335, 4.901, 3.405, -2.244
0.2, 1.9, -0.809, 8.922, 1.496, 5.038, 1.099
0.2, -0.6, 0.251, 9.893, 3.649, 4.382, -7.527
0.2, -0.1, -1.199, 8.598, -2.244, 7.679, -6.336
0.2, 0.0, -3.798, 8.076, 18.183, 16.168, -5.893
0.2, 2.4, -0.198, 11.681, 25.221, 13.588, 3.115
0.2, -8.1, 5.448, 9.456, 5.618, -1.847, 3.740
0.2, -2.2, 3.757, 9.644, -19.847, -10.718, -0.504
0.2, -0.7, -4.446, 8.933, 6.687, 3.023, 6.122
0.2, -2.8, 3.280, 8.025, 2.840, 0.412, 4.153
0.2, -0.2, -0.150, 10.424, -2.794, -2.519, -1.053
0.2, -1.8, -3.217, 8.942, 6.336, -1.878, -0.824
0.2, 1.0, 0.044, 8.868, -0.061, -2.107, -2.718
0.2, -1.6, 1.495, 9.092, -3.588, -1.237, 1.298
0.2, 0.2, -2.282, 9.785, -0.565, -1.344, -1.557
0.2, -0.6, 2.083, 8.423, -4.962, -1.969, 0.244
0.2, 1.4, 1.298, 9.564, -1.817, -1.725, 0.137
0.2, -1.5, -0.230, 9.079, -6.214, -3.084, -2.031
0.2, 0.3, 1.010, 9.626, -4.962, -3.130, 0.015
0.2, -0.7, -1.883, 8.746, 2.595, -0.412, -1.160
0.2, -0.2, 2.993, 10.013, -5.557, -1.847, -7.267
0.2, -1.2, 0.803, 10.769, -8.260, 6.504, -11.588
0.2, 2.2, 0.800, 10.422, -9.649, 12.550, -11.099
0.2, -1.2, -0.707, 8.941, -11.786, 11.130, -6.473
0.2, -1.5, -2.163, 8.520, 2.550, 8.580, 0.824
0.2, -2.1, 0.305, 8.406, 0.244, 0.092, -1.511
0.2, -1.8, 0.518, 9.060, -3.496, -3.817, 1.084
0.2, 0.3, 0.675, 9.087, -11.649, -4.534, -0.214
0.2, -1.0, -2.559, 9.685, 6.305, -0.580, -0.229
0.2, 1.5, -0.090, 9.102, -0.336, -3.008, -1.206
0.2, 0.7, 0.784, 9.861, 1.160, -0.611, -2.122
0.2, -2.8, 1.009, 9.145, -7.878, -5.313, -3.573
0.2, 1.6, 1.507, 10.077, 4.290, -2.824, 0.260
0.2, 2.3, 2.139, 10.099, -1.832, -2.550, 6.458
0.2, -0.3, -1.492, 8.643, 1.237, -0.626, 0.733
0.2, -1.3, -2.532, 9.007, -3.557, -5.969, 6.504
0.2, -0.3, 0.584, 9.861, 6.321, -10.229, 0.824
0.5, -0.7, -1.080, 9.076, 2.687, -8.351, 11.359
0.5, -1.1, 0.606, 9.679, 8.046, -17.420, 6.412
0.5, -0.1, 0.224, 9.864, 9.679, -9.328, -1.771
0.5, 1.1, -1.030, 10.102, 0.550, 0.763, 0.916
0.5, -1.2, 0.084, 9.487, -13.069, -0.824, 2.244
0.5, -1.3, 0.879, 8.993, 1.924, -3.496, 0.107
0.5, 0.5, -0.018, 9.686, -9.496, -3.130, 2.153
0.5, 0.6, 0.254, 10.084, 1.389, 0.153, 2.992
0.5, -1.6, -1.438, 9.373, -7.802, -2.061, 2.458
0.5, -0.4, 0.527, 9.556, 2.595, -2.153, -0.885
0.5, -0.9, -2.188, 8.976, -4.122, -0.534, 0.092
0.5, 0.6, 2.271, 9.717, 4.962, -2.672, -2.076
0.5, -0.9, 0.323, 9.986, -14.779, -1.267, -1.679
0.5, 0.4, 0.940, 10.144, 4.718, -2.076, 0.427
0.5, -1.3, 3.024, 9.815, -9.282, 0.595, 0.504
0.5, 0.3, -0.909, 9.643, -0.885, -2.519, 0.427
0.5, -0.6, 1.411, 9.549, -8.656, 3.420, 3.527
0.5, 0.1, -2.227, 10.585, 0.183, -1.939, 3.389
0.5, -1.1, -1.550, 9.991, 3.069, -3.313, -2.092
0.5, 0.6, 0.742, 8.695, -6.473, -2.290, 3.221
0.5, 0.3, -0.079, 9.437, 4.107, -0.718, -3.802
0.5, 0.3, 0.499, 8.502, -12.275, 0.641, 2.275
0.5, -0.6, 0.063, 9.390, 1.435, -2.718, 1.084
0.5, 0.3, -0.091, 8.887, -7.878, -0.992, 3.023
0.5, -0.9, 0.174, 9.623, 1.832, -4.443, -0.046
0.5, 1.0, 0.622, 9.268, -9.725, 1.450, 4.565
0.5, -2.7, -0.148, 9.908, 0.198, -5.756, 0.641
0.5, 0.7, -0.040, 9.744, -9.618, -2.183, 6.473
0.5, -0.9, 0.107, 9.279, 2.061, -5.496, 0.595
0.5, 0.9, 0.031, 9.327, 2.977, -1.710, 7.542
0.5, -1.1, 3.867, 9.100, -10.076, -2.092, -0.824
0.5, -0.7, -3.761, 8.572, -3.893, -0.840, 4.534
0.5, 0.3, 1.076, 10.399, -4.366, -2.656, -1.481
0.5, -1.4, 0.098, 7.985, 1.313, -2.947, -1.374
0.5, 1.2, -0.909, 10.775, -5.298, -3.588, -2.794
0.5, -6.0, -5.549, 10.891, 16.855, -22.458, -14.031
0.5, -3.2, -1.094, 10.013, 30.092, -27.359, 5.817
0.5, 2.5, 2.855, 7.353, 23.771, -17.710, -4.748
0.5, 5.7, 3.395, 6.166, 2.824, 0.321, -5.267
0.5, 1.1, 1.250, 9.450, 0.122, 4.290, -5.634
0.5, -2.1, 2.527, 9.409, -13.954, 4.183, 0.031
0.5, -3.7, -0.354, 11.168, -5.573, -5.985, -1.511
0.5, 0.2, 0.723, 9.732, 1.573, -8.122, 1.618
0.5, 1.2, 0.330, 9.570, -10.565, -2.611, 4.244
0.5, 0.2, -0.249, 8.999, -1.176, -3.634, -1.863
0.5, 0.3, -0.688, 9.012, 2.305, 1.649, -2.443
0.5, -1.6, 0.238, 10.300, -4.305, -2.580, 0.489
0.5, -0.6, -0.265, 9.329, -0.962, -3.389, 3.176
0.5, 0.7, 0.543, 9.366, -1.618, -0.107, 4.687
0.5, -0.6, 1.544, 8.523, -8.168, -0.992, 0.351
0.5, 1.4, 1.335, 7.938, -4.015, 5.649, 11.237
0.5, 3.0, 3.224, 7.657, -14.702, 28.107, 16.580
0.5, 4.9, 7.314, 6.650, -45.176, 34.412, -2.305
0.5, -6.7, -3.205, 19.176, -83.878, -6.366, 3.008
0.5, -10.0, -11.061, 12.039, 0.046, -21.115, 6.977
0.5, 3.4, -5.983, 10.116, 34.336, -16.412, -1.191
0.5, 3.5, 7.096, 7.864, 19.557, 2.000, -6.031
0.5, 3.3, 4.737, 9.157, -15.008, 2.748, -7.863
0.5, -1.2, -0.880, 9.746, -23.328, 7.145, 0.794
0.5, -1.5, -2.357, 9.085, -0.626, -3.832, -4.153
0.5, 0.3, -1.572, 10.862, 8.626, -7.038, 3.725
0.5, -0.4, 3.065, 9.439, -12.076, 1.115, 2.595
0.5, 1.4, -1.326, 8.637, 2.672, -3.496, -2.672
0.5, 0.1, -2.152, 9.406, 1.435, 0.092, 4.931
0.5, -0.6, 2.626, 8.692, -13.405, -0.183, -3.160
0.5, 1.5, 0.913, 9.906, -9.649, -2.824, 7.634
0.5, -2.0, -2.808, 10.670, 0.824, 10.931, 18.901
0.5, 2.8, -1.668, 11.236, 4.992, 21.939, 16.000
0.5, -0.1, -1.295, 10.351, 15.328, 15.069, 8.168
0.5, -2.9, 2.664, 8.110, -2.031, 10.168, 3.145
0.5, -1.8, 0.965, 8.049, 5.710, 2.366, -0.519
0.5, -3.3, 3.110, 8.838, -13.985, 0.412, -2.122
0.5, -0.8, 1.210, 9.583, -8.443, -3.634, 0.382
0.5, 0.3, -0.006, 9.219, -7.878, 2.229, 4.336
0.5, -1.5, -0.850, 9.233, -4.947, -1.221, 3.695
0.5, 0.4, -1.656, 9.353, -6.855, -0.473, 1.374
0.5, -1.6, -0.676, 9.426, -0.840, -2.046, 1.924
0.5, -0.1, 0.511, 8.994, 1.939, -2.321, -2.916
0.5, 0.3, 0.259, 10.206, -4.855, -1.130, 4.336
0.5, -1.7, 1.071, 8.848, -4.534, -3.740, -5.084
0.5, 0.7, -0.485, 9.646, -5.160, -4.031, 5.557
0.5, -1.8, 1.974, 8.742, 0.244, -8.947, -10.580
0.5, -0.9, 3.762, 6.432, -21.863, -18.672, -10.412
0.5, -4.2, 0.473, 9.043, -24.214, -30.824, -23.496
0.5, -0.9, -2.334, 12.787, -40.015, -16.626, -2.397
0.5, 4.2, -5.586, 12.175, 10.947, -6.519, 1.679
0.5, 0.4, -5.665, 9.544, 28.748, 5.160, 6.046
0.5, -0.4, 4.337, 8.222, -7.908, 2.763, 1.832
0.5, -0.7, -3.735, 7.547, 7.084, 4.718, 8.153
0.5, -2.1, -3.810, 8.845, -0.763, 2.748, 2.015
0.5, 0.3, 3.414, 8.056, -0.611, 2.458, 0.504
0.5, -2.7, 0.114, 10.332, 0.183, -0.244, 5.374
0.5, -0.8, -2.051, 9.443, -2.519, -4.565, -2.702
0.7, 0.2, 2.604, 8.605, -4.702, 3.298, 4.061
0.7, -0.7, -3.821, 10.289, 3.802, 0.504, 0.977
0.7, 0.9, 1.434, 8.578, -4.687, -2.092, -2.458
0.7, -0.7, 1.184, 9.805, -3.832, -1.420, 4.244
0.7, -2.4, -2.826, 10.124, 1.359, -4.458, -0.031
0.7, 0.6, 2.422, 7.933, -7.573, -5.069, -0.718
0.7, 1.2, -2.462, 9.431, 6.153, 1.328, 2.305
0.7, -1.0, 0.200, 9.862, -10.443, -1.053, 3.099
0.7, -0.3, 2.145, 9.201, -6.534, -4.046, -4.275
0.7, -0.2, -4.123, 10.451, 2.641, -1.832, 2.229
0.7, -0.6, 0.533, 9.160, -7.359, -2.901, 3.969
0.7, -0.6, 3.426, 9.026, -1.878, -0.473, -6.015
0.7, 0.6, -2.017, 9.098, -6.885, -2.855, 2.229
0.7, -2.1, 0.315, 9.020, -4.519, -0.611, 4.061
0.7, -1.2, 1.879, 9.391, -5.084, -7.496, -5.924
0.7, 0.1, 0.692, 9.529, -5.099, -2.718, 1.237
0.7, -2.0, -2.298, 9.495, -2.214, -2.061, 6.443
0.7, -1.7, 0.561, 8.766, -6.733, -2.534, -3.282
0.7, 1.4, 1.905, 9.889, -8.550, -1.786, -3.802
0.7, 1.0, 3.625, 9.742, -6.489, -1.282, -5.740
0.7, 0.2, 2.613, 8.829, -4.489, -3.634, -8.489
0.7, 1.7, 4.010, 9.977, -6.473, -0.977, -8.397
0.7, -0.0, 2.673, 9.580, -2.870, -3.267, -4.061
0.7, 1.2, 4.916, 9.467, -9.695, -2.672, -6.427
0.7, 0.6, 1.279, 9.997, -4.702, -3.069, -6.962
0.7, 1.5, 0.260, 10.332, -7.603, -1.313, -6.748
0.7, 0.5, -0.733, 10.101, -2.000, -1.573, -2.443
0.7, -0.0, 0.727, 10.707, -3.573, -0.580, 1.053
0.7, 1.2, -2.905, 10.642, -0.916, -3.069, 2.916
0.7, 0.2, -1.852, 12.969, 2.122, -9.832, -2.137
0.7, -6.0, 4.450, 15.822, 24.229, -47.542, 1.466
0.7, -10.3, 5.428, 5.182, -34.779, -44.565, -9.206
0.7, 9.3, -2.266, 4.122, -17.985, 5.115, -4.931
0.7, 7.9, -4.729, 9.680, 27.649, 26.092, -3.389
0.7, -1.8, 7.670, 11.254, -11.557, -3.282, -4.641
0.7, -4.8, -4.893, 9.509, -14.580, -14.000, -2.031
0.7, 4.2, -3.428, 8.157, 15.450, -4.702, 5.573
0.7, 1.0, 1.311, 9.805, -2.855, 3.023, 3.084
0.7, -1.7, 0.259, 9.566, -11.420, -3.740, 0.458
0.7, -1.8, 3.812, 8.983, -3.389, -0.260, 6.275
0.7, 1.0, 3.707, 6.917, -19.328, 19.344, 7.191
0.7, 6.6, -0.184, 5.335, -22.290, 58.015, -0.321
0.7, 5.0, -21.247, 5.314, -1.802, 40.718, -4.076
0.7, -9.9, 10.907, 13.481, 24.595, -11.053, 2.061
0.7, -5.9, 3.152, 13.825, -50.489, -10.855, -4.809
0.7, 5.9, -7.268, 9.230, 1.756, 7.420, 3.115
0.7, 0.9, 6.997, 10.385, 10.336, 6.733, 6.061
0.7, -3.3, -3.047, 10.903, -9.557, -5.481, 0.931
0.7, -0.0, -4.237, 9.284, 1.130, 1.176, 10.336
0.7, 1.1, -0.271, 12.616, 0.107, 33.038, 17.160
0.7, 4.2, 3.850, 8.065, -25.328, 40.962, -12.061
0.7, -6.3, -8.082, 6.090, -6.855, 19.053, 5.771
0.7, -2.4, 5.958, 6.286, 12.122, 0.534, -3.435
0.7, -2.0, 4.478, 10.210, -22.183, -4.031, 3.450
0.7, -1.0, -1.421, 9.267, -3.008, -7.389, -3.969
0.7, 1.2, -1.354, 10.353, 8.137, -1.466, 1.985
